Study_ID,Cohort_ID,Shared_control_ID,Data_source,Data_location,Bird_species_Latin_binomial_name,Bird_species_English_common_name,Prey_species_Latin_binomial_name,Prey_English_common_name,Response,Observed_probability_behaviour,Treatment_stimulus,Number_eyespot,Diameter_pattern,Area_pattern,Shape_pattern,Note_probabiliy,Control_stimulus,Note_stimulus,Type_of_prey,Note__prey,Tn,Cn,T_proportion,C_proportion,T_mean,C_mean,T_sd,C_sd,Study_design,Type_of_variance_statistic,Mean_median,Treatment_mean,T_variance,T_variance_q1,T_variance_q3,C_mean,Cl_SE,C_variance_q1,C_variance_q3,Note
Vallin_2010,Vallin_2010_2,Vallin_2010_a,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion1,survival,eyespot,4,5.09,,eyespot,calculated by AM; (total-predated)/total,no pattern,male moth; unmanipulated vs. control,real,,12,12,0.166667,0.5,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,culculated by AM
Vallin_2010,Vallin_2010_2,Vallin_2010_a,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion1,attacked,eyespot,4,5.09,,eyespot,calculated by AM; (total-predated)/total,no pattern,male moth; unmanipulated vs. control,real,,12,12,1,0.583333,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,culculated by AM
Vallin_2010,Vallin_2010_3,Vallin_2010_b,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion1,survival,eyespot,4,5.09,,eyespot,calculated by AM; (total-predated)/total,no pattern,female moth; unmanipulated vs. control,real,,12,12,0.666667,0.833333,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,culculated by AM
Vallin_2010,Vallin_2010_3,Vallin_2010_b,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion1,attacked,eyespot,4,5.09,,eyespot,calculated by AM; (total-predated)/total,no pattern,female moth; unmanipulated vs. control,real,,12,12,0.833333,0.416667,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,culculated by AM
Postema_2022,Postema_2022_1,Postema_2022_a,fig. 2,p.454,none,none,none,none,proportion1,attacked,eyespot,2,NA,,eyespot,2 cm length,feces,caterpillar,artificial,"artificial prey with the combined coloration features of 2 local Papilio species, the western tiger P. rutulus and pale P. eurymedon swallowtail",152.667,152.667,0.117783,0.04157,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,"T: SE = 0.04, C: SE = 0.02"
Postema_2022,Postema_2022_2,Postema_2022_a,fig. 2,p.454,none,none,none,none,proportion1,attacked,eyespot,2,NA,,eyespot,4 cm length,feces,caterpillar,artificial,"artificial prey with the combined coloration features of 2 local Papilio species, the western tiger P. rutulus and pale P. eurymedon swallowtail",152.667,152.667,0.155889,0.105081,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,"T: SE = 0.06, C: SE = 0.04"
Postema_2022,Postema_2022_3,Postema_2022_a,fig. 2,p.454,none,none,none,none,proportion1,attacked,eyespot,2,NA,,eyespot,6 cm length,feces,caterpillar,artificial,"artificial prey with the combined coloration features of 2 local Papilio species, the western tiger P. rutulus and pale P. eurymedon swallowtail",152.667,152.667,0.248268,0.147806,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,"T: SE = 0.07, C: SE = 0.05"
Lyytinen_2004,Lyytinen_2004_1,Lyytinen_2004_a,fig. 4,p.282,Ficedula_hypoleuca,none,Bicyclus_anynana,Bicyclus anynana,proportion1,escaped,eyespot,NA,1.70,,eyespot,,no pattern,butterfly; dry vs. wet season,real,,10,12,0.701068,0.83274,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,nestlings; only first traial data
Lyytinen_2003,Lyytinen_2003_1,Lyytinen_2003_a,table. 2,p.376,Ficedula_hypoleuca,none,Bicyclus_anynana,Bicyclus anynana,proportion1,survival,eyespot,NA,1.70,,eyespot,,no pattern,butterfly; dry vs. wet season,real,,21,21,0.286,0.381,NA,NA,NA,NA,dependent,NA,NA,NA,NA,,,NA,,NA,,
Forsman_1999,Forsman_1999_1,Forsman_1999_a,fig. 2,p.135,Gallus_gallus,none,none,none,proportion2,mortality,conspicuous,NA,NA,,circle,"relative mortarity, only trial 1; divided the number of unpalatable prey items eaten by the total number of prey items eaten",no pattern,red; 6mm,artificial,,45,45,0.56,0.44,NA,NA,,,dependent,NA,NA,NA,NA,,,NA,,NA,,"relative mortality; SE  = 0.03; t-test, t = 1.96, df = 12, p = 0.073; maybe not use for analysis"
Forsman_1999,Forsman_1999_2,Forsman_1999_b,fig. 2,p.135,Gallus_gallus,none,none,none,proportion2,mortality,conspicuous,NA,NA,,circle,"relative mortarity, only trial 2; divided the number of unpalatable prey items eaten by the total number of prey items eaten",no pattern,red; 12mm,artificial,,45,45,0.65,0.35,NA,NA,,,dependent,NA,NA,NA,NA,,,NA,,NA,,"relative mortality; SE = 0.04; t-test, t = 3.56,df = 12, p<0:01"
Forsman_1999,Forsman_1999_3,Forsman_1999_c,fig. 2,p.135,Gallus_gallus,none,none,none,proportion2,mortality,conspicuous,NA,NA,,circle,"relative mortarity, only trial 3; divided the number of unpalatable prey items eaten by the total number of prey items eaten",no pattern,red; 6 & 12mm,artificial,,45,45,0.52,0.58,NA,NA,,,dependent,NA,NA,NA,NA,,,NA,,NA,,"relative mortality; SE = 0.02; t = 0.90, df =11, p = 0.39"
Park_2020,Park_2020_1,Park_2020_a,"text, fig. 3, table. 1, 2",p.7-9,none,none,none,none,proportion1,survival,eyespot,2,NA,,eyespot,,no pattern,a pair of a model with a pattern and another without a pattern was used as the treated group; a single model without a pattern was used as the control group,artificial,"peacock butterfly models used by Stevens et al.(2008), Merilaita et al. (2011) and many other dissertations",33,33,0.551,0.424,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,Predatory Journal
Park_2020,Park_2020_2,Park_2020_b,"text, fig. 5, table. 3, 4",p.9-11,none,none,none,none,proportion1,survival,eyespot,2,NA,,eyespot,,no pattern,a pair of a model with a pattern and another without a pattern was used as the treated group; a single model without a pattern was used as the control group,artificial,"the method of Hossie and Sherratt (2012, 2013) for production of artificial caterpillar models",50,50,0.58,0.58,NA,NA,NA,NA,independent,NA,NA,NA,NA,,,NA,,NA,,Predatory Journal
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
